job_id,job_title,company,domain,location,experience_required,required_skills,job_description
JOB-0280,iOS Developer (Swift),InnoWave Solutions,Mobile Application Development,"Islamabad, PK",Associate (1-2 yrs),"JavaScript, Flutter, Dart, Mobile Architecture, Mobile UI/UX Design, React Native, REST APIs, Native Modules","Join our mobile engineering team as a iOS Developer (Swift). You will design scalable client apps, publish apps to app stores, and implement offline features using JavaScript, Flutter, Dart, Mobile Architecture. Must have strong hands-on proficiency in JavaScript, Flutter, Dart, Mobile Architecture, Mobile UI/UX Design, React Native, REST APIs, Native Modules. Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0281,Software Engineer,InnoWave Solutions,Full Stack & Web Development,"Islamabad, PK",Mid Level (2-3 yrs),"PostgreSQL, Git, SQL, Docker, JavaScript, CSS3, RESTful APIs, Jest, TypeScript, Next.js","We are seeking a talented Software Engineer to build responsive, robust web applications using PostgreSQL, Git, SQL, Docker. You will design REST APIs and craft smooth user interfaces with modern frameworks. Must have strong hands-on proficiency in PostgreSQL, Git, SQL, Docker, JavaScript, CSS3, RESTful APIs, Jest, TypeScript, Next.js. Experience with Mid Level (2-3 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0282,iOS Developer (Swift),Pulse Software Studio,Mobile Application Development,"Islamabad, PK",Mid Level (2-3 yrs),"App Store / Play Store Deployment, Native Modules, REST APIs, Push Notifications, Firebase, Git, Mobile Architecture, CI/CD for Mobile, Dart, JavaScript, State Management (Provider/Bloc/Redux)","Join our mobile engineering team as a iOS Developer (Swift). You will design scalable client apps, publish apps to app stores, and implement offline features using App Store / Play Store Deployment, Native Modules, REST APIs, Push Notifications. Must have strong hands-on proficiency in App Store / Play Store Deployment, Native Modules, REST APIs, Push Notifications, Firebase, Git, Mobile Architecture, CI/CD for Mobile, Dart, JavaScript, State Management (Provider/Bloc/Redux). Experience with Mid Level (2-3 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0283,Machine Learning Engineer,NexGen AI Labs,AI & Machine Learning,"London, UK",Mid Level (2-3 yrs),"CUDA, Natural Language Processing, Kubernetes, Docker, Mathematics & Linear Algebra, ONNX, Scikit-Learn, REST APIs, Deep Learning, Computer Vision, TensorFlow","Join our frontier AI team as an Machine Learning Engineer. You will design, train, and deploy state-of-the-art neural networks using CUDA, Natural Language Processing, Kubernetes, Docker to solve complex computer perception and NLP tasks. Must have strong hands-on proficiency in CUDA, Natural Language Processing, Kubernetes, Docker, Mathematics & Linear Algebra, ONNX, Scikit-Learn, REST APIs, Deep Learning, Computer Vision, TensorFlow. Experience with Mid Level (2-3 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0284,Penetration Tester,Krypton Security,Cybersecurity & Information Security,Remote,Associate (1-2 yrs),"Cloud Security Auditing, Ethical Hacking, TCP/IP & Firewalls, Vulnerability Assessment, Network Security, Cryptography Basics, SIEM Tools, Wireshark","Seeking an energetic Penetration Tester to conduct threat hunting and pen-testing. Key responsibilities include identifying software vulnerabilities using Cloud Security Auditing, Ethical Hacking, TCP/IP & Firewalls, Vulnerability Assessment and Splunk. Must have strong hands-on proficiency in Cloud Security Auditing, Ethical Hacking, TCP/IP & Firewalls, Vulnerability Assessment, Network Security, Cryptography Basics, SIEM Tools, Wireshark. Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0285,Cloud Infrastructure Analyst,Apex FinTech,Cloud Computing & DevOps,"Karachi, PK",Associate (1-2 yrs),"Linux, Grafana, CI/CD Pipelines, Helm, AWS, Azure, Terraform, Git, Infrastructure as Code, ArgoCD","Looking for a high-performing Cloud Infrastructure Analyst to automate deployment lifecycles, manage container orchestration using Linux, Grafana, CI/CD Pipelines, Helm, and ensure 99.9% cloud infrastructure uptime. Must have strong hands-on proficiency in Linux, Grafana, CI/CD Pipelines, Helm, AWS, Azure, Terraform, Git, Infrastructure as Code, ArgoCD. Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0286,Cybersecurity Analyst,Orbital HealthTech,Cybersecurity & Information Security,"Islamabad, PK",Associate (1-2 yrs),"Cryptography Basics, Wireshark, OWASP Top 10, Python Scripting, Malware Analysis, SIEM Tools, Burp Suite, Network Security","Seeking an energetic Cybersecurity Analyst to conduct threat hunting and pen-testing. Key responsibilities include identifying software vulnerabilities using Cryptography Basics, Wireshark, OWASP Top 10, Python Scripting and Burp Suite. Must have strong hands-on proficiency in Cryptography Basics, Wireshark, OWASP Top 10, Python Scripting, Malware Analysis, SIEM Tools, Burp Suite, Network Security. Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0287,Cybersecurity Analyst,CyberGuard Solutions,Cybersecurity & Information Security,Hybrid,Entry Level (0-1 yrs),"OWASP Top 10, Linux, SIEM Tools, Python Scripting, Burp Suite, Cloud Security Auditing, Metasploit, Vulnerability Assessment, Cryptography Basics","Seeking an energetic Cybersecurity Analyst to conduct threat hunting and pen-testing. Key responsibilities include identifying software vulnerabilities using OWASP Top 10, Linux, SIEM Tools, Python Scripting and Wireshark. Must have strong hands-on proficiency in OWASP Top 10, Linux, SIEM Tools, Python Scripting, Burp Suite, Cloud Security Auditing, Metasploit, Vulnerability Assessment, Cryptography Basics. Experience with Entry Level (0-1 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0288,DevSecOps Associate,InnoWave Solutions,Cloud Computing & DevOps,Hybrid,Mid Level (2-3 yrs),"Helm, Jenkins, Cloud Security, Docker, Kubernetes, Infrastructure as Code, Networking Basics, AWS, CI/CD Pipelines, Terraform, Grafana","As our DevSecOps Associate, you will architect scalable cloud environments using Helm, Jenkins, Cloud Security, Docker, maintain observability with Prometheus & Grafana, and enforce infrastructure security. Must have strong hands-on proficiency in Helm, Jenkins, Cloud Security, Docker, Kubernetes, Infrastructure as Code, Networking Basics, AWS, CI/CD Pipelines, Terraform, Grafana. Experience with Mid Level (2-3 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0289,Web Applications Engineer,Quantum Digital,Full Stack & Web Development,"Lahore, PK",Associate (1-2 yrs),"Next.js, HTML5, React, JavaScript, GraphQL, MongoDB, Git","Looking for a Web Applications Engineer skilled in modern web stacks. You will collaborate with product designers, implement state management using Next.js, and develop backend microservices with Next.js, HTML5, React, JavaScript. Must have strong hands-on proficiency in Next.js, HTML5, React, JavaScript, GraphQL, MongoDB, Git. Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0290,React Native Developer,DataSphere Analytics,Mobile Application Development,Remote,Entry Level (0-1 yrs),"Dart, Swift, REST APIs, JavaScript, Flutter","We are seeking a creative React Native Developer to build high-performance mobile applications using Dart, Swift, REST APIs, JavaScript. You will integrate backend REST APIs and ensure seamless 60fps animations. Must have strong hands-on proficiency in Dart, Swift, REST APIs, JavaScript, Flutter. Experience with Entry Level (0-1 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0291,Backend Developer,ByteCraft Technologies,Full Stack & Web Development,Remote,Mid Level (2-3 yrs),"Next.js, React, Docker, Express.js, MongoDB, Microservices Architecture, HTML5, CSS3, PostgreSQL, JavaScript","We are seeking a talented Backend Developer to build responsive, robust web applications using Next.js, React, Docker, Express.js. You will design REST APIs and craft smooth user interfaces with modern frameworks. Must have strong hands-on proficiency in Next.js, React, Docker, Express.js, MongoDB, Microservices Architecture, HTML5, CSS3, PostgreSQL, JavaScript. Experience with Mid Level (2-3 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0292,LLM Applications Engineer,ByteCraft Technologies,AI & Machine Learning,Hybrid,Entry Level (0-1 yrs),"PyTorch, Fine-Tuning, Python, Computer Vision, Git, Scikit-Learn, Mathematics & Linear Algebra, MLOps, Natural Language Processing","Seeking an innovative LLM Applications Engineer to build Generative AI and deep learning workflows. Must have experience with PyTorch, Fine-Tuning, Python, Computer Vision and deploying models via Docker. Must have strong hands-on proficiency in PyTorch, Fine-Tuning, Python, Computer Vision, Git, Scikit-Learn, Mathematics & Linear Algebra, MLOps, Natural Language Processing. Experience with Entry Level (0-1 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0293,React Native Developer,Starlight Media Labs,Mobile Application Development,"Karachi, PK",Associate (1-2 yrs),"Swift, Kotlin, Git, State Management (Provider/Bloc/Redux), Firebase, Mobile Architecture, Push Notifications, CI/CD for Mobile","Looking for a React Native Developer to lead cross-platform app initiatives. You will develop modern interactive UI layouts with Swift, Kotlin, Git, State Management (Provider/Bloc/Redux) and manage local caching with Bloc State Management. Must have strong hands-on proficiency in Swift, Kotlin, Git, State Management (Provider/Bloc/Redux), Firebase, Mobile Architecture, Push Notifications, CI/CD for Mobile. Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0294,Cross-Platform Mobile Engineer,Alpha Cloud Systems,Mobile Application Development,"Karachi, PK",Associate (1-2 yrs),"State Management (Provider/Bloc/Redux), GraphQL, Firebase, Dart, JavaScript, Mobile UI/UX Design, Flutter","Looking for a Cross-Platform Mobile Engineer to lead cross-platform app initiatives. You will develop modern interactive UI layouts with State Management (Provider/Bloc/Redux), GraphQL, Firebase, Dart and manage local caching with Bloc State Management. Must have strong hands-on proficiency in State Management (Provider/Bloc/Redux), GraphQL, Firebase, Dart, JavaScript, Mobile UI/UX Design, Flutter. Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0295,Android Developer (Kotlin),Krypton Security,Mobile Application Development,Hybrid,Entry Level (0-1 yrs),"Flutter, JavaScript, GraphQL, State Management (Provider/Bloc/Redux), Firebase, Swift","We are seeking a creative Android Developer (Kotlin) to build high-performance mobile applications using Flutter, JavaScript, GraphQL, State Management (Provider/Bloc/Redux). You will integrate backend REST APIs and ensure seamless 60fps animations. Must have strong hands-on proficiency in Flutter, JavaScript, GraphQL, State Management (Provider/Bloc/Redux), Firebase, Swift. Experience with Entry Level (0-1 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
